100,10000
251199,5.5
Prof_000001,14.931488,27.905632,70
Prof_000002,27.053201,26.192977,91
Prof_000003,9.026541,30.049421,38
Prof_000004,26.146888,12.756683,12
Prof_000005,19.719099,11.033241,13
Prof_000006,21.966128,17.021912,26
Prof_000007,18.502027,13.643534,48
Prof_000008,30.585852,31.266892,16
Prof_000009,24.618908,21.771352,18
Prof_000010,21.309066,6.948077,13
Prof_000011,10.386603,3.189017,31
Prof_000012,27.225303,6.816947,97
Prof_000013,15.128332,7.400373,49
Prof_000014,6.364264,6.593713,95
Prof_000015,9.647707,32.667736,92
Prof_000016,28.273367,18.087972,30
Prof_000017,11.980949,21.079195,21
Prof_000018,18.828616,21.826568,42
Prof_000019,32.283251,17.507490,86
Prof_000020,26.240731,11.475504,13
Prof_000021,26.197415,18.502349,24
Prof_000022,29.845884,14.706859,57
Prof_000023,13.673750,11.199442,26
Prof_000024,30.670794,26.931736,82
Prof_000025,31.579812,4.792658,42
Prof_000026,5.681675,18.479861,62
Prof_000027,22.996808,8.466415,16
Prof_000028,13.566788,29.406978,88
Prof_000029,3.700691,4.625140,71
Prof_000030,4.992875,16.431052,58
Prof_000031,32.219024,9.848399,84
Prof_000032,28.627594,29.766242,95
Prof_000033,19.292810,10.699972,11
Prof_000034,25.907462,13.956209,21
Prof_000035,23.131713,18.076061,97
Prof_000036,4.278410,18.648193,15
Prof_000037,31.055052,15.829128,91
Prof_000038,24.728570,30.624294,44
Prof_000039,25.256029,11.228802,75
Prof_000040,13.721460,21.899364,63
Prof_000041,8.079225,23.335842,47
Prof_000042,29.502257,15.903136,60
Prof_000043,13.010114,27.576033,22
Prof_000044,29.901172,9.569045,49
Prof_000045,23.700097,13.210805,54
Prof_000046,20.759204,31.394048,68
Prof_000047,28.860290,22.419121,69
Prof_000048,30.819094,15.886798,28
Prof_000049,27.543007,14.653100,100
Prof_000050,30.429161,23.226556,54
Prof_000051,9.574749,17.174720,85
Prof_000052,30.703848,31.207571,77
Prof_000053,29.531865,7.129800,65
Prof_000054,16.058603,21.932418,10
Prof_000055,11.531782,21.287895,21
Prof_000056,12.323736,26.280063,97
Prof_000057,9.883199,16.111007,62
Prof_000058,11.387040,8.325993,27
Prof_000059,15.595038,19.393313,48
Prof_000060,30.304118,7.788213,87
Prof_000061,6.882260,5.795136,39
Prof_000062,25.914257,17.563322,31
Prof_000063,31.150120,32.242550,81
Prof_000064,14.595650,23.233351,40
Prof_000065,14.159906,25.193126,96
Prof_000066,10.067846,11.524811,77
Prof_000067,10.432382,20.234655,99
Prof_000068,25.064455,7.271694,50
Prof_000069,26.904112,6.464247,74
Prof_000070,25.452142,7.623058,74
Prof_000071,31.603121,4.935894,12
Prof_000072,18.746901,4.275878,74
Prof_000073,10.301871,7.986320,33
Prof_000074,25.079632,26.633942,78
Prof_000075,32.122154,22.396910,22
Prof_000076,25.892045,21.883750,40
Prof_000077,7.147072,5.504414,45
Prof_000078,5.446964,18.306302,44
Prof_000079,9.239653,4.797192,58
Prof_000080,27.690318,16.542614,98
Prof_000081,25.767425,19.899559,52
Prof_000082,7.834214,4.258165,42
Prof_000083,9.229858,32.699807,75
Prof_000084,6.864054,29.398669,16
Prof_000085,4.721727,32.633970,96
Prof_000086,5.269864,28.816196,86
Prof_000087,30.792074,2.824848,66
Prof_000088,8.511168,20.516765,57
Prof_000089,14.850707,7.593945,13
Prof_000090,27.690855,30.090800,13
Prof_000091,19.674551,13.472861,43
Prof_000092,16.677275,20.082900,42
Prof_000093,6.089202,23.321623,88
Prof_000094,25.818815,18.624240,77
Prof_000095,32.866854,11.828854,35
Prof_000096,29.428413,20.009133,47
Prof_000097,21.967298,25.134279,16
Prof_000098,25.534086,3.762627,34
Prof_000099,30.861297,27.697156,87
Prof_000100,28.031126,28.898140,43
Aluno_000001,25.414336,32.083024,69
Aluno_000002,32.607872,29.800990,60
Aluno_000003,18.017756,22.706410,43
Aluno_000004,28.000355,7.619040,60
Aluno_000005,5.409840,29.368463,100
Aluno_000006,10.541324,22.191210,16
Aluno_000007,9.974109,21.584391,98
Aluno_000008,12.606014,23.718599,49
Aluno_000009,10.042839,12.563311,70
Aluno_000010,22.092166,4.924829,46
Aluno_000011,22.633962,9.409692,24
Aluno_000012,32.243971,18.020579,54
Aluno_000013,19.483206,11.101260,32
Aluno_000014,6.498417,24.278057,50
Aluno_000015,20.876198,16.844503,25
Aluno_000016,16.627527,31.029543,53
Aluno_000017,28.530533,12.790534,68
Aluno_000018,3.196944,15.735399,57
Aluno_000019,21.054439,13.048289,50
Aluno_000020,10.116751,27.697299,87
Aluno_000021,17.588508,22.964279,64
Aluno_000022,12.248670,17.158075,77
Aluno_000023,8.576674,24.062618,7
Aluno_000024,4.325929,21.354685,40
Aluno_000025,23.979514,15.119512,60
Aluno_000026,22.229205,22.918095,57
Aluno_000027,8.638674,13.113476,85
Aluno_000028,21.914737,20.973176,21
Aluno_000029,12.951233,24.621880,47
Aluno_000030,9.166383,24.913153,85
Aluno_000031,23.642696,30.327431,6
Aluno_000032,10.817964,22.293910,67
Aluno_000033,5.729309,18.673229,96
Aluno_000034,29.421518,10.514908,1
Aluno_000035,5.912207,23.283748,26
Aluno_000036,13.948027,6.038269,48
Aluno_000037,20.896344,20.000715,68
Aluno_000038,11.763333,22.696698,75
Aluno_000039,11.751382,25.973017,48
Aluno_000040,8.792529,12.589262,37
Aluno_000041,3.207357,32.230896,20
Aluno_000042,13.044372,27.521734,71
Aluno_000043,16.194910,8.346031,42
Aluno_000044,30.667912,31.459109,51
Aluno_000045,24.072262,25.646143,21
Aluno_000046,23.673574,6.334295,66
Aluno_000047,26.328205,14.214958,3
Aluno_000048,30.588187,30.991538,40
Aluno_000049,9.206446,28.557514,23
Aluno_000050,19.541261,26.509705,5
Aluno_000051,30.247974,11.618654,26
Aluno_000052,29.319369,29.989289,38
Aluno_000053,20.385986,17.644318,81
Aluno_000054,11.317335,7.582702,32
Aluno_000055,17.871965,28.637369,77
Aluno_000056,28.568265,16.609865,92
Aluno_000057,11.831599,17.579322,88
Aluno_000058,23.625353,8.112637,14
Aluno_000059,7.271746,24.526509,12
Aluno_000060,17.872652,20.793265,87
Aluno_000061,24.827560,27.844008,50
Aluno_000062,9.758966,8.046225,18
Aluno_000063,6.737764,17.655764,5
Aluno_000064,13.913278,6.847154,46
Aluno_000065,31.056859,12.444210,18
Aluno_000066,21.762864,29.954540,31
Aluno_000067,27.643828,27.804833,45
Aluno_000068,13.149151,17.582233,37
Aluno_000069,22.864935,14.529815,57
Aluno_000070,10.867184,20.966486,92
Aluno_000071,5.276350,7.236900,74
Aluno_000072,22.516221,5.935448,77
Aluno_000073,11.748086,13.607949,62
Aluno_000074,5.834457,12.641575,15
Aluno_000075,31.134839,15.519832,27
Aluno_000076,11.063840,20.207109,34
Aluno_000077,25.953334,22.462399,81
Aluno_000078,7.818164,17.322806,82
Aluno_000079,21.869960,29.191098,25
Aluno_000080,9.335308,18.231442,55
Aluno_000081,15.885981,19.426818,86
Aluno_000082,14.931651,27.598171,50
Aluno_000083,12.880404,10.029810,92
Aluno_000084,22.259624,24.580802,18
Aluno_000085,13.247288,32.245339,33
Aluno_000086,7.182238,29.626808,20
Aluno_000087,3.262256,15.023638,61
Aluno_000088,26.331587,26.198460,73
Aluno_000089,6.540034,11.510342,85
Aluno_000090,24.730174,28.666044,73
Aluno_000091,16.573153,4.174874,59
Aluno_000092,24.337273,32.294013,35
Aluno_000093,17.316819,9.026488,42
Aluno_000094,5.917585,28.655436,15
Aluno_000095,14.586878,5.686779,32
Aluno_000096,22.813597,11.752893,11
Aluno_000097,7.051064,26.972859,97
Aluno_000098,4.702669,4.245249,76
Aluno_000099,26.526051,16.431468,47
Aluno_000100,16.376807,23.462293,54
Aluno_000101,20.789101,6.273338,67
Aluno_000102,18.996977,20.059045,72
Aluno_000103,13.957505,20.551358,30
Aluno_000104,29.761700,11.828564,80
Aluno_000105,8.194608,16.997540,87
Aluno_000106,18.872413,20.991873,8
Aluno_000107,20.985887,21.267761,66
Aluno_000108,27.994249,9.709686,19
Aluno_000109,6.065123,4.802706,89
Aluno_000110,8.189485,30.411834,90
Aluno_000111,9.864727,17.152001,25
Aluno_000112,11.824860,27.503082,26
Aluno_000113,29.448331,13.415792,40
Aluno_000114,27.547260,13.027529,68
Aluno_000115,4.189822,22.474381,43
Aluno_000116,26.447720,10.424067,24
Aluno_000117,28.183112,21.478923,87
Aluno_000118,9.730281,11.944697,56
Aluno_000119,21.473260,8.640618,96
Aluno_000120,23.338157,5.991981,72
Aluno_000121,24.683854,26.167868,28
Aluno_000122,15.135630,8.710571,6
Aluno_000123,16.120257,12.169741,6
Aluno_000124,14.672447,9.629879,21
Aluno_000125,7.741713,18.685380,21
Aluno_000126,3.537380,19.361932,89
Aluno_000127,14.565014,14.106440,31
Aluno_000128,25.222232,11.862240,17
Aluno_000129,22.589769,10.513345,64
Aluno_000130,30.687727,19.269492,29
Aluno_000131,27.393559,23.279591,70
Aluno_000132,12.458514,23.635447,82
Aluno_000133,3.280143,22.076671,1
Aluno_000134,28.417289,18.688795,99
Aluno_000135,22.380776,21.253403,13
Aluno_000136,15.121271,18.255446,39
Aluno_000137,24.666017,13.564630,59
Aluno_000138,23.434371,26.756901,78
Aluno_000139,4.086780,7.286274,57
Aluno_000140,23.671654,4.606818,47
Aluno_000141,21.668750,8.328492,68
Aluno_000142,20.134933,23.709034,33
Aluno_000143,3.271274,2.733764,25
Aluno_000144,10.947110,11.857164,59
Aluno_000145,28.826656,22.361043,100
Aluno_000146,13.340634,8.134836,19
Aluno_000147,29.470283,22.720215,82
Aluno_000148,12.496887,22.299148,86
Aluno_000149,8.687943,29.250426,74
Aluno_000150,18.203830,7.414175,30
Aluno_000151,23.369622,27.568719,9
Aluno_000152,8.833349,29.825101,1
Aluno_000153,24.282002,14.535639,35
Aluno_000154,19.521913,28.767720,66
Aluno_000155,31.074538,24.868781,73
Aluno_000156,30.897274,9.693567,55
Aluno_000157,31.102601,19.243288,54
Aluno_000158,19.677052,17.532206,3
Aluno_000159,27.089371,30.873875,24
Aluno_000160,20.934918,27.124162,17
Aluno_000161,32.958998,22.416027,84
Aluno_000162,12.836243,30.775552,93
