100,50000
1260083,5.5
Prof_000001,14.931488,27.905632,24
Prof_000002,27.053201,26.192977,70
Prof_000003,9.026541,30.049421,95
Prof_000004,26.146888,12.756683,99
Prof_000005,19.719099,11.033241,13
Prof_000006,21.966128,17.021912,74
Prof_000007,18.502027,13.643534,53
Prof_000008,30.585852,31.266892,43
Prof_000009,24.618908,21.771352,38
Prof_000010,21.309066,6.948077,12
Prof_000011,10.386603,3.189017,24
Prof_000012,27.225303,6.816947,34
Prof_000013,15.128332,7.400373,23
Prof_000014,6.364264,6.593713,65
Prof_000015,9.647707,32.667736,27
Prof_000016,28.273367,18.087972,87
Prof_000017,11.980949,21.079195,57
Prof_000018,18.828616,21.826568,85
Prof_000019,32.283251,17.507490,19
Prof_000020,26.240731,11.475504,81
Prof_000021,26.197415,18.502349,45
Prof_000022,29.845884,14.706859,98
Prof_000023,13.673750,11.199442,70
Prof_000024,30.670794,26.931736,45
Prof_000025,31.579812,4.792658,10
Prof_000026,5.681675,18.479861,13
Prof_000027,22.996808,8.466415,73
Prof_000028,13.566788,29.406978,17
Prof_000029,3.700691,4.625140,21
Prof_000030,4.992875,16.431052,81
Prof_000031,32.219024,9.848399,85
Prof_000032,28.627594,29.766242,36
Prof_000033,19.292810,10.699972,51
Prof_000034,25.907462,13.956209,42
Prof_000035,23.131713,18.076061,88
Prof_000036,4.278410,18.648193,54
Prof_000037,31.055052,15.829128,15
Prof_000038,24.728570,30.624294,95
Prof_000039,25.256029,11.228802,87
Prof_000040,13.721460,21.899364,98
Prof_000041,8.079225,23.335842,97
Prof_000042,29.502257,15.903136,64
Prof_000043,13.010114,27.576033,85
Prof_000044,29.901172,9.569045,20
Prof_000045,23.700097,13.210805,29
Prof_000046,20.759204,31.394048,12
Prof_000047,28.860290,22.419121,60
Prof_000048,30.819094,15.886798,39
Prof_000049,27.543007,14.653100,50
Prof_000050,30.429161,23.226556,32
Prof_000051,9.574749,17.174720,73
Prof_000052,30.703848,31.207571,48
Prof_000053,29.531865,7.129800,30
Prof_000054,16.058603,21.932418,42
Prof_000055,11.531782,21.287895,47
Prof_000056,12.323736,26.280063,84
Prof_000057,9.883199,16.111007,99
Prof_000058,11.387040,8.325993,19
Prof_000059,15.595038,19.393313,55
Prof_000060,30.304118,7.788213,20
Prof_000061,6.882260,5.795136,90
Prof_000062,25.914257,17.563322,93
Prof_000063,31.150120,32.242550,100
Prof_000064,14.595650,23.233351,40
Prof_000065,14.159906,25.193126,34
Prof_000066,10.067846,11.524811,87
Prof_000067,10.432382,20.234655,48
Prof_000068,25.064455,7.271694,39
Prof_000069,26.904112,6.464247,44
Prof_000070,25.452142,7.623058,88
Prof_000071,31.603121,4.935894,90
Prof_000072,18.746901,4.275878,41
Prof_000073,10.301871,7.986320,15
Prof_000074,25.079632,26.633942,75
Prof_000075,32.122154,22.396910,14
Prof_000076,25.892045,21.883750,34
Prof_000077,7.147072,5.504414,40
Prof_000078,5.446964,18.306302,64
Prof_000079,9.239653,4.797192,26
Prof_000080,27.690318,16.542614,80
Prof_000081,25.767425,19.899559,50
Prof_000082,7.834214,4.258165,89
Prof_000083,9.229858,32.699807,81
Prof_000084,6.864054,29.398669,70
Prof_000085,4.721727,32.633970,84
Prof_000086,5.269864,28.816196,27
Prof_000087,30.792074,2.824848,16
Prof_000088,8.511168,20.516765,82
Prof_000089,14.850707,7.593945,90
Prof_000090,27.690855,30.090800,61
Prof_000091,19.674551,13.472861,55
Prof_000092,16.677275,20.082900,80
Prof_000093,6.089202,23.321623,16
Prof_000094,25.818815,18.624240,54
Prof_000095,32.866854,11.828854,73
Prof_000096,29.428413,20.009133,40
Prof_000097,21.967298,25.134279,95
Prof_000098,25.534086,3.762627,74
Prof_000099,30.861297,27.697156,33
Prof_000100,28.031126,28.898140,38
Aluno_000001,25.414336,32.083024,79
Aluno_000002,32.607872,29.800990,18
Aluno_000003,18.017756,22.706410,68
Aluno_000004,28.000355,7.619040,21
Aluno_000005,5.409840,29.368463,14
Aluno_000006,10.541324,22.191210,26
Aluno_000007,9.974109,21.584391,64
Aluno_000008,12.606014,23.718599,42
Aluno_000009,10.042839,12.563311,89
Aluno_000010,22.092166,4.924829,76
Aluno_000011,22.633962,9.409692,70
Aluno_000012,32.243971,18.020579,40
Aluno_000013,19.483206,11.101260,99
Aluno_000014,6.498417,24.278057,73
Aluno_000015,20.876198,16.844503,29
Aluno_000016,16.627527,31.029543,47
Aluno_000017,28.530533,12.790534,15
Aluno_000018,3.196944,15.735399,29
Aluno_000019,21.054439,13.048289,69
Aluno_000020,10.116751,27.697299,70
Aluno_000021,17.588508,22.964279,55
Aluno_000022,12.248670,17.158075,7
Aluno_000023,8.576674,24.062618,47
Aluno_000024,4.325929,21.354685,60
Aluno_000025,23.979514,15.119512,50
Aluno_000026,22.229205,22.918095,27
Aluno_000027,8.638674,13.113476,5
Aluno_000028,21.914737,20.973176,71
Aluno_000029,12.951233,24.621880,99
Aluno_000030,9.166383,24.913153,59
Aluno_000031,23.642696,30.327431,82
Aluno_000032,10.817964,22.293910,77
Aluno_000033,5.729309,18.673229,76
Aluno_000034,29.421518,10.514908,49
Aluno_000035,5.912207,23.283748,97
Aluno_000036,13.948027,6.038269,42
Aluno_000037,20.896344,20.000715,27
Aluno_000038,11.763333,22.696698,12
Aluno_000039,11.751382,25.973017,83
Aluno_000040,8.792529,12.589262,67
Aluno_000041,3.207357,32.230896,39
Aluno_000042,13.044372,27.521734,5
Aluno_000043,16.194910,8.346031,6
Aluno_000044,30.667912,31.459109,37
Aluno_000045,24.072262,25.646143,77
Aluno_000046,23.673574,6.334295,86
Aluno_000047,26.328205,14.214958,83
Aluno_000048,30.588187,30.991538,43
Aluno_000049,9.206446,28.557514,14
Aluno_000050,19.541261,26.509705,51
Aluno_000051,30.247974,11.618654,64
Aluno_000052,29.319369,29.989289,20
Aluno_000053,20.385986,17.644318,9
Aluno_000054,11.317335,7.582702,62
Aluno_000055,17.871965,28.637369,32
Aluno_000056,28.568265,16.609865,59
Aluno_000057,11.831599,17.579322,41
Aluno_000058,23.625353,8.112637,36
Aluno_000059,7.271746,24.526509,29
Aluno_000060,17.872652,20.793265,39
Aluno_000061,24.827560,27.844008,46
Aluno_000062,9.758966,8.046225,10
Aluno_000063,6.737764,17.655764,15
Aluno_000064,13.913278,6.847154,21
Aluno_000065,31.056859,12.444210,11
Aluno_000066,21.762864,29.954540,11
Aluno_000067,27.643828,27.804833,14
Aluno_000068,13.149151,17.582233,37
Aluno_000069,22.864935,14.529815,74
Aluno_000070,10.867184,20.966486,49
Aluno_000071,5.276350,7.236900,3
Aluno_000072,22.516221,5.935448,12
